Carrier	Plan	IN/OON	Benefit name	benefit value	value detail	Access + HMO	Local Access + HMO	Access + HMO Savenet
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Advanced Radiology		TBD	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Emergency Room	$100 	waived if admitted	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Ambulance	$100 		Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Urgent Care	$20 		Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Rx Generic	 	Separate from Medical 	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Rx Preferred	 	Separate from Medical 	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Rx Non-Preferred	 	Separate from Medical 	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Rx Specialty	 	Separate from Medical 	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Rx Mail Order	 	Separate from Medical 	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Rx Individual Deductible	 	Separate from Medical 	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Rx Family Deductible	 	Separate from Medical 	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 20-25%/1500	IN	Skilled Nursing	25%	After deductible	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500	Access + HMO Facility Deductible 20-25%/1500
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Individual Deductible	"$2,000 "	Per member	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Family Deductible	"$4,000 "	Per member	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Individual OOP Limit	"$3,000 "	Per member (includes facility deductible) 	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Family OOP Limit	"$6,000 "	Per member (includes facility deductible) 	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Co-insurance	70%		Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	PCP	$30 	$45 for Access+ Specialist 	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Specialist	$30 		Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Preventive Care	100%		Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Physical Therapy	$30 		Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Chiropractic Care		Rider available	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Inpatient Hospital	30%	After deductible	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Outpatient Facility	30%	After deductible	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Outpatient Surgery	30%	After deductible	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Lab/X-Ray	100%		Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Advanced Radiology		TBD	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Emergency Room	$100 	waived if admitted	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Ambulance	$100 		Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Urgent Care	$30 		Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Rx Generic		Separate from Medical 	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Rx Preferred	 	Separate from Medical 	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Rx Non-Preferred	 	Separate from Medical 	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Rx Specialty	 	Separate from Medical 	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Rx Mail Order	 	Separate from Medical 	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Rx Individual Deductible	 	Separate from Medical 	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 30-30%/2000	IN	Rx Family Deductible	 	Separate from Medical 	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Skilled Nursing	30%	After deductible	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000	Access + HMO Facility Deductible 30-30%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Individual Deductible	"$2,000 "	Per member	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Family Deductible	"$4,000 "	Per member	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Individual OOP Limit	"$5,000 "	Per member (includes facility deductible) 	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Family OOP Limit	"$10,000 "	Per member (includes facility deductible) 	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Co-insurance	60%		Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	PCP	$40 	$50 for Access+ Specialist 	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000		Specialist	$40 		Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Preventive Care	100%		Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Physical Therapy	$40 		Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Chiropractic Care		Rider available	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Inpatient Hospital	40%	After deductible	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Outpatient Facility	40%	After deductible	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Outpatient Surgery	40%	After deductible	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Lab/X-Ray	100%		Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Advanced Radiology		TBD	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Emergency Room	$100 	waived if admitted	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Ambulance	$100 		Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Urgent Care	$40 		Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Rx Generic		Separate from Medical 	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Rx Preferred	 	Separate from Medical 	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Rx Non-Preferred	 	Separate from Medical 	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Rx Specialty	 	Separate from Medical 	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Rx Mail Order	 	Separate from Medical 	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Rx Individual Deductible	 	Separate from Medical 	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Rx Family Deductible	 	Separate from Medical 	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
Blue Shield	Access + HMO Facility Deductible 40-40%/2000	IN	Skilled Nursing	40%	After deductible	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000	Access + HMO Facility Deductible 40-40%/2000
