Carrier	Plan	IN/OON	Benefit name	benefit value	value detail	Traditional	Select	Select +
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	PCP	$30 		Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Specialist	$40 		Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Preventive Care	100%		Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Physical Therapy	$30 	"30% in outpatient seting, limited to 60-day period of care"	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Chiropractic Care		Rider available	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Inpatient Hospital	30%	per admit	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Outpatient Facility	30%	per occurance	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Outpatient Surgery	30%	per occurance	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Lab/X-Ray	100%		Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Advanced Radiology	$100 		Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Emergency Room	$200 	waived if admitted	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Ambulance	$100 	per trip 	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Urgent Care	$40 		Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Rx Generic	$15 		Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Rx Preferred	$30 	Rx deductible applies	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Rx Non-Preferred	$50 	Rx deductible applies	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Rx Specialty	30%	up to $150 maximum copay	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Rx Mail Order	2x		Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Rx Individual Deductible	$150 		Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Rx Family Deductible	$300 		Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 30/40/30%	IN	Skilled Nursing	20%	100 visits per calendar year	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%	Value Coinsurance HMO 30/40/30%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Individual Deductible	$0 		Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Family Deductible	$0 		Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Individual OOP Limit	"$5,000 "		Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Family OOP Limit	"$10,000 "		Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Co-insurance	50%		Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	PCP	$45 		Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Specialist	$50 		Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Preventive Care	100%		Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Physical Therapy	$45 	"30% in outpatient seting, limited to 60-day period of care"	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Chiropractic Care		Rider available	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Inpatient Hospital	50%	per admit	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Outpatient Facility	30%	per occurance	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Outpatient Surgery	30%	per occurance	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Lab/X-Ray	100%		Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Advanced Radiology	$100 		Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Emergency Room	$200 	waived if admitted	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Ambulance	$100 	per trip 	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Urgent Care	$50 		Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Rx Generic	$15 		Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Rx Preferred	$30 	Rx deductible applies	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Rx Non-Preferred	$50 	Rx deductible applies	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Rx Specialty	30%	up to $150 maximum copay	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Rx Mail Order	2x		Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Rx Individual Deductible	$250 		Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Rx Family Deductible	$500 		Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Coinsurance HMO 45/50/50%	IN	Skilled Nursing	20%	100 visits per calendar year	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%	Value Coinsurance HMO 45/50/50%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Individual Deductible	"$1,000 "	per member for inpatient and outpatient services	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Family Deductible	"$1,000 "	per member for inpatient and outpatient services	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Individual OOP Limit	"$5,000 "	includes deductible	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Family OOP Limit	"$10,000 "	includes deductible	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Co-insurance	100%		Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	PCP	$25 		Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Specialist	$40 		Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Preventive Care	100%		Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Physical Therapy	$25 	"subject to decutible in outpatient seting, limited to 60-day period of care"	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Chiropractic Care		Rider available	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Inpatient Hospital	100%	After Deductible	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Outpatient Facility	100%	After Deductible	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Outpatient Surgery	100%	After Deductible	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Lab/X-Ray	100%		Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Advanced Radiology	$100 		Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Emergency Room	$150 	waived if admitted	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Ambulance	$100 	per trip 	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Urgent Care	$40 		Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Rx Generic	$15 		Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Rx Preferred	$30 		Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Rx Non-Preferred	$50 		Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Rx Specialty	30%	up to $150 maximum copay	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Rx Mail Order	2x		Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Rx Individual Deductible	$0 		Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Rx Family Deductible	$0 		Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/0%	IN	Skilled Nursing		100 visits per calendar year	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%	Value Deductible HMO $1000 25/40/0%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Individual Deductible	"$1,000 "	per member for inpatient and outpatient services	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Family Deductible	"$1,000 "	per member for inpatient and outpatient services	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Individual OOP Limit	"$3,500 "	includes deductible	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Family OOP Limit	"$7,000 "	includes deductible	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Co-insurance	90%		Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	PCP	$25 		Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Specialist	$40 		Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Preventive Care	100%		Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Physical Therapy	$25 	"subject to decutible then 10% in outpatient seting, limited to 60-day period of care"	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Chiropractic Care		Rider available	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Inpatient Hospital	10%	After Deductible	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Outpatient Facility	10%	After Deductible	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Outpatient Surgery	10%	After Deductible	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Lab/X-Ray	100%		Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Advanced Radiology	$100 		Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Emergency Room	$150 	waived if admitted	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Ambulance	$100 	per trip 	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Urgent Care	$40 		Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Rx Generic	$15 		Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Rx Preferred	$30 		Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Rx Non-Preferred	$50 		Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Rx Specialty	30%	up to $150 maximum copay	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Rx Mail Order	2x		Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Rx Individual Deductible			Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Rx Family Deductible			Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $1000 25/40/10%	IN	Skilled Nursing	10%	after deductible 100 visits per calendar year	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%	Value Deductible HMO $1000 25/40/10%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Individual Deductible	"$2,000 "	per member for inpatient and outpatient services	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Family Deductible	"$2,000 "	per member for inpatient and outpatient services	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Individual OOP Limit	"$3,500 "	includes deductible	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Family OOP Limit	"$7,000 "	includes deductible	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Co-insurance	80%		Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	PCP	$30 		Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Specialist	$45 		Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Preventive Care	100%		Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Physical Therapy	$30 	"subject to decutible then 20% in outpatient seting, limited to 60-day period of care"	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Chiropractic Care		Rider available	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Inpatient Hospital	20%	after deductible	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Outpatient Facility	20%	after deductible	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Outpatient Surgery	20%	after deductible	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Lab/X-Ray	100%		Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Advanced Radiology	$100 		Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Emergency Room	$150 	waived if admitted	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Ambulance	$100 	per trip 	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Urgent Care	$45 		Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Rx Generic	$15 		Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Rx Preferred	$30 	Rx deductible applies	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Rx Non-Preferred	$50 	Rx deductible applies	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Rx Specialty	30%	up to $150 maximum copay	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Rx Mail Order	2x		Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Rx Individual Deductible	$250 		Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Rx Family Deductible	$500 		Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Value Deductible HMO $2000 30/45/20%	IN	Skilled Nursing	20%	after deductible 100 visits per calendar year	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%	Value Deductible HMO $2000 30/45/20%
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Individual Deductible	"$1,500 "	per member for inpatient and outpatient services	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
Anthem Blue Cross	Anthem Elements Choice HMO 1500	IN	Family Deductible	"$1,500 "	per member for inpatient and outpatient services	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500	Anthem Elements Choice HMO 1500
